,α_v,α_q,α_a,ε,β2,β3,β4,β5,β6,loss
0,0.28836324250352446,0.024871461543620493,0.2224148423939307,0.026971085884835322,9.095550893647783,13.980037026760815,11.787533198116252,3.6681400789906884,8.068353015917168,47942.32482677236
