,α_v,α_θ,α_a,β2,β3,β4,β5,β6,loss
0,0.0,0.03752330382945414,0.015463893864585403,5.959777727231302,5.632271593952316,5.204268368974834,4.809842476104097,4.481592093042523,25889.9322746535
